VFclass	Virulence factors	Related genes	ma102(Prediction)	ma1265(Prediction)	P.aeruginosa PAO1	P.entomophila L48	P.fluorescens Pf-5	P.fluorescens Pf0-1	P.mendocina ymp	P.putida KT2440	P.putida W619	P.stutzeri A1501	P.syringae 1448A	P.syringae pv. syringae B728a
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0087	-	PFL_6090	-	Pmen_2328	PP_3098	PputW619_2508	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0088	-	PFL_6091	-	Pmen_2329	PP_3097	PputW619_2507	-	PSPPH_0131	Psyr_4956
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0089	-	PFL_6092	-	Pmen_2330	PP_3096	PputW619_2506	-	PSPPH_0130	Psyr_4957
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	clpV1	-	-	PA0090	-	PFL_6093	-	Pmen_2331	PP_3095	PputW619_2505	-	PSPPH_0129	Psyr_4958
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	fha1	-	-	PA0081	-	PFL_6085	-	Pmen_2320	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	hcp1	-	-	PA0085	-	PFL_6089	-	Pmen_2324	PP_3089	PputW619_0770; PputW619_2498	-	PSPPH_0164	Psyr_1935
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	icmF1	-	-	PA0077	-	PFL_6081	-	Pmen_2316	PP_2627	PputW619_2501	-	PSPPH_0123	Psyr_4964
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	ppkA	-	-	PA0074	-	PFL_6078	-	Pmen_2313	-	-	-	-	Psyr_2629
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	pppA	-	-	PA0075	-	PFL_6079	-	Pmen_2314	-	-	-	-	-
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	vgrG1	MMBGCLAI_04230	BMIEOKOB_04365	PA0091	-	PFL_6094	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS translocated effectors	exoS	-	-	PA3841	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS translocated effectors	exoT	-	-	PA0044	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS translocated effectors	exoU	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS translocated effectors	exoY	-	-	PA2191	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	exsA	-	-	PA1713	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	exsB	-	-	PA1712	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	exsC	-	-	PA1710	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	exsD	-	-	PA1714	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	exsE	-	-	PA1711	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcr1	-	-	PA1699	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcr2	-	-	PA1700	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcr3	-	-	PA1701	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcr4	-	-	PA1702	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcrD	-	-	PA1703	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcrG	-	-	PA1705	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcrH	-	-	PA1707	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcrR	-	-	PA1704	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pcrV	-	-	PA1706	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	popB	-	-	PA1708	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	popD	-	-	PA1709	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	popN	-	-	PA1698	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscB	-	-	PA1715	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscC	-	-	PA1716	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscD	-	-	PA1717	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscE	-	-	PA1718	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscF	-	-	PA1719	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscG	-	-	PA1720	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscH	-	-	PA1721	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscI	-	-	PA1722	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscJ	-	-	PA1723	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscK	-	-	PA1724	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscL	-	-	PA1725	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscN	-	-	PA1697	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscO	-	-	PA1696	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscP	-	-	PA1695	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscQ	-	-	PA1694	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscR	-	-	PA1693	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscS	-	-	PA1692	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscT	-	-	PA1691	-	-	-	-	-	-	-	-	-
Secretion system	P. aeruginosa TTSS	pscU	-	-	PA1690	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	avrB2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	avrB3	-	-	-	-	-	-	-	-	-	-	-	Psyr_1219
Secretion system	P. syringae TTSS effectors	avrB4-1	-	-	-	-	-	-	-	-	-	-	PSPPH_3028	-
Secretion system	P. syringae TTSS effectors	avrB4-2	-	-	-	-	-	-	-	-	-	-	PSPPH_0784	-
Secretion system	P. syringae TTSS effectors	avrD1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	avrE1	-	-	-	-	-	-	-	-	-	-	PSPPH_1268	Psyr_1188
Secretion system	P. syringae TTSS effectors	avrPto1	-	-	-	-	-	-	-	-	-	-	-	Psyr_4919
Secretion system	P. syringae TTSS effectors	avrRpm1	-	-	-	-	-	-	-	-	-	-	-	Psyr_0738
Secretion system	P. syringae TTSS effectors	avrRps4	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopA1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAA1'	-	-	-	-	-	-	-	-	-	-	PSPPH_1263*	-
Secretion system	P. syringae TTSS effectors	hopAA1-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAA1-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAA1	-	-	-	-	-	-	-	-	-	-	-	Psyr_1183
Secretion system	P. syringae TTSS effectors	hopAB1	-	-	-	-	-	-	-	-	-	-	-	Psyr_4659
Secretion system	P. syringae TTSS effectors	hopAB2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAB3'	-	-	-	-	-	-	-	-	-	-	PSPPH_2294*	-
Secretion system	P. syringae TTSS effectors	hopAC1	-	-	-	-	-	-	-	-	-	-	-	Psyr_0527
Secretion system	P. syringae TTSS effectors	hopAC	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAD1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAE1	-	-	-	-	-	-	-	-	-	-	PSPPH_4326	Psyr_4269
Secretion system	P. syringae TTSS effectors	hopAF1	-	-	-	-	-	-	-	-	-	-	PSPPH_1443	Psyr_3813
Secretion system	P. syringae TTSS effectors	hopAG1	-	-	-	-	-	-	-	-	-	-	-	Psyr_0778
Secretion system	P. syringae TTSS effectors	hopAG	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAH1	-	-	-	-	-	-	-	-	-	-	-	Psyr_0779
Secretion system	P. syringae TTSS effectors	hopAH2-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAH2-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAH2	-	-	-	-	-	-	-	-	-	-	PSPPH_3036	Psyr_3123
Secretion system	P. syringae TTSS effectors	hopAI1'	-	-	-	-	-	-	-	-	-	-	-	Psyr_0780*
Secretion system	P. syringae TTSS effectors	hopAI1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAJ1	-	-	-	-	-	-	-	-	-	-	PSPPH_0763	-
Secretion system	P. syringae TTSS effectors	hopAJ2	MMBGCLAI_01161	BMIEOKOB_01155	-	-	-	-	-	-	-	-	PSPPH_4398	Psyr_4357
Secretion system	P. syringae TTSS effectors	hopAK1	-	-	-	-	-	-	-	-	-	-	PSPPH_1424	Psyr_3839
Secretion system	P. syringae TTSS effectors	hopAM1-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAM1-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAN1	MMBGCLAI_01973; MMBGCLAI_03329	BMIEOKOB_01998; BMIEOKOB_03414	-	-	-	-	-	-	-	-	PSPPH_0456	Psyr_0465
Secretion system	P. syringae TTSS effectors	hopAO1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAP1	-	-	-	-	-	-	-	-	-	-	-	Psyr_1890
Secretion system	P. syringae TTSS effectors	hopAQ1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAS1'	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAS1	-	-	-	-	-	-	-	-	-	-	PSPPH_4736	-
Secretion system	P. syringae TTSS effectors	hopAT1'	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAT1	-	-	-	-	-	-	-	-	-	-	PSPPH_5225	-
Secretion system	P. syringae TTSS effectors	hopAU1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAV1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopAW1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopB1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopC1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopD1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopD	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopE1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopF2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopF3	-	-	-	-	-	-	-	-	-	-	PSPPH_3498	-
Secretion system	P. syringae TTSS effectors	hopG1	-	-	-	-	-	-	-	-	-	-	PSPPH_0767	-
Secretion system	P. syringae TTSS effectors	hopH1	-	-	-	-	-	-	-	-	-	-	-	Psyr_1889
